mes;dia;dsem;hora;ptot;pcd0;pnin;pbus;inte;meia;grat
5;4;1;4;2603;1283;2594;2596;2572;10;21
5;4;1;5;13513;5968;13214;12608;13248;82;183
5;4;1;6;27003;13151;26045;24324;26162;266;575
5;4;1;7;27147;14419;26121;24352;26253;286;608
5;4;1;8;27275;15635;26326;23943;26090;306;879
5;4;1;9;28465;16477;27696;25059;27101;345;1019
5;4;1;10;29539;17103;28683;26309;28184;458;897
5;4;1;11;30973;17182;30058;27766;29662;560;751
5;4;1;12;30807;16590;29857;27852;29658;592;557
5;4;1;13;27042;14695;26115;24308;26176;427;439
5;4;1;14;26430;14973;25791;23649;25551;364;515
5;4;1;15;27808;15709;27135;24952;26868;376;564
5;4;1;16;37525;20490;36681;33403;36178;652;695
5;4;1;17;44833;24514;43767;40088;43263;827;743
5;4;1;18;40161;21929;38947;35925;38820;728;613
5;4;1;19;27684;14329;26758;25346;26889;420;375
5;4;1;20;22758;12055;22119;21135;22041;353;364
5;4;1;21;18142;9336;17687;17425;17641;292;209
5;4;1;22;9328;4810;9083;9160;9133;115;80
5;4;1;23;2668;1453;2600;2619;2643;15;10
5;5;2;0;775;377;771;718;771;2;2
5;5;2;1;444;244;439;424;442;0;2
5;5;2;2;154;100;151;154;154;0;0
5;5;2;3;173;73;173;173;170;1;2
5;5;2;4;8210;2271;8156;8055;8121;18;71
5;5;2;5;61204;20557;59044;56717;60066;548;590
5;5;2;6;116806;49075;110520;107378;112224;3145;1437
5;5;2;7;99985;46434;93448;91656;95477;2755;1753
5;5;2;8;66350;34623;62060;59670;62878;1301;2171
5;5;2;9;55848;30440;52971;49048;51977;1202;2669
5;5;2;10;53339;28818;50505;46953;49198;1502;2639
5;5;2;11;64826;33632;61823;57536;58943;3294;2589
5;5;2;12;75048;38711;71719;67658;68502;4302;2244
5;5;2;13;68636;34902;65214;61785;63864;2737;2035
5;5;2;14;60592;30037;57367;54131;56770;1844;1978
5;5;2;15;57743;28115;54375;51110;54235;1781;1727
5;5;2;16;76894;34717;72944;69870;72035;2869;1990
5;5;2;17;108126;45082;103062;99243;101969;4380;1777
5;5;2;18;94382;40395;88420;86469;89874;3445;1063
5;5;2;19;60198;24232;55271;54704;57559;2101;538
5;5;2;20;34371;14289;31822;30911;32085;1944;342
5;5;2;21;32378;13734;30837;29679;29309;2756;313
5;5;2;22;21520;8214;20440;20411;20035;1376;109
5;5;2;23;3073;1325;2905;3054;3001;62;10
5;6;3;0;675;297;667;636;673;1;1
5;6;3;1;326;171;323;310;324;0;2
5;6;3;2;151;62;149;151;150;0;1
5;6;3;3;139;71;138;138;137;1;1
5;6;3;4;7828;1982;7753;7636;7734;32;62
5;6;3;5;58063;17005;55873;53857;56528;929;606
5;6;3;6;117303;44599;110436;107889;110049;5812;1442
5;6;3;7;99408;43136;92478;91100;93122;4478;1808
5;6;3;8;64743;32015;60131;58019;60530;2199;2014
5;6;3;9;52851;27427;49739;46218;48496;1979;2376
5;6;3;10;51592;26287;48713;45098;46678;2347;2567
5;6;3;11;61913;29733;58901;55074;54480;4956;2477
5;6;3;12;74499;35229;71094;66792;65295;6976;2228
5;6;3;13;67113;31971;63414;60063;60937;4087;2089
5;6;3;14;57743;27426;54339;51273;53487;2428;1828
5;6;3;15;58959;27378;55369;52182;54485;2600;1874
5;6;3;16;78024;33458;73710;70153;72222;3956;1846
5;6;3;17;107955;43031;102635;99205;99979;6221;1755
5;6;3;18;93975;38388;87522;85699;87923;5105;947
5;6;3;19;59356;23106;54436;54130;55925;2871;560
5;6;3;20;33904;13469;31304;30222;31028;2510;366
5;6;3;21;34127;13493;32448;30935;29905;3892;330
5;6;3;22;21100;7806;19998;20104;19266;1745;89
5;6;3;23;3148;1304;2990;3129;3058;69;21
5;7;4;0;762;351;756;720;754;4;4
5;7;4;1;364;187;362;353;362;1;1
5;7;4;2;158;87;155;158;157;0;1
5;7;4;3;177;68;177;177;174;1;2
5;7;4;4;7939;1921;7858;7740;7833;46;60
5;7;4;5;60258;17186;57913;55690;58328;1373;557
5;7;4;6;117112;41955;109997;107723;107726;7865;1521
5;7;4;7;100375;41954;92963;91979;92641;5904;1830
5;7;4;8;65489;31299;60611;58442;60300;2991;2198
5;7;4;9;54117;27302;50970;47233;48906;2771;2440
5;7;4;10;50749;25206;47809;44249;45142;2986;2621
5;7;4;11;58948;27244;55946;51645;50766;5641;2541
5;7;4;12;73786;33717;70300;66170;63476;8152;2158
5;7;4;13;66329;30775;62547;58821;59296;5058;1975
5;7;4;14;57701;26698;54397;51164;52858;2954;1889
5;7;4;15;59265;27077;55712;52286;53927;3462;1876
5;7;4;16;74774;31369;70812;66909;68151;4706;1917
5;7;4;17;104318;40204;99312;95201;95713;6982;1623
5;7;4;18;94378;37810;87989;85968;87328;5983;1067
5;7;4;19;64183;25151;59049;58264;60097;3514;572
5;7;4;20;37524;14974;34599;33606;34143;2998;383
5;7;4;21;33873;13264;32198;30795;29400;4167;306
5;7;4;22;21506;7874;20362;20427;19356;2041;109
5;7;4;23;3584;1476;3392;3554;3445;113;26
5;8;5;0;1047;493;1034;1004;1039;7;1
5;8;5;1;440;215;435;440;435;2;3
5;8;5;2;197;112;196;197;195;0;2
5;8;5;3;227;114;227;227;225;1;1
5;8;5;4;7996;2021;7920;7806;7897;59;40
5;8;5;5;59520;16806;57187;54959;57405;1511;604
5;8;5;6;117049;41120;110073;107748;106729;8838;1482
5;8;5;7;99692;40736;92398;91115;91171;6769;1752
5;8;5;8;63830;30301;59206;57082;58547;3241;2042
5;8;5;9;51330;25628;48231;44815;46382;2766;2182
5;8;5;10;48847;24247;45999;42706;43461;3020;2366
5;8;5;11;60957;27585;57863;54149;52059;6568;2330
5;8;5;12;72742;32452;69148;65315;61556;9101;2085
5;8;5;13;66429;30201;62716;59433;59058;5440;1931
5;8;5;14;57221;26223;53860;50767;52019;3347;1855
5;8;5;15;58112;26405;54436;51205;52913;3455;1744
5;8;5;16;75503;31145;71252;68061;68739;4933;1831
5;8;5;17;106559;40287;101121;98009;97001;7868;1690
5;8;5;18;93476;36861;87174;85692;85855;6705;916
5;8;5;19;61972;23441;56901;56214;57600;3767;605
5;8;5;20;37495;14382;34447;33633;33837;3243;415
5;8;5;21;33265;12651;31493;30101;28572;4381;312
5;8;5;22;22944;8269;21688;21739;20571;2253;120
5;8;5;23;3796;1532;3593;3751;3647;126;23
5;9;6;0;991;494;977;953;985;5;1
5;9;6;1;612;308;605;583;603;5;4
5;9;6;2;305;171;300;305;298;4;3
5;9;6;3;267;123;265;267;264;2;1
5;9;6;4;7622;1757;7564;7466;7515;53;54
5;9;6;5;56886;14702;54505;52677;54891;1514;481
5;9;6;6;107302;33494;100335;98725;97203;8816;1283
5;9;6;7;91346;33435;83849;83537;82921;6818;1607
5;9;6;8;58484;25383;53728;52494;53214;3407;1863
5;9;6;9;48324;21822;45055;42378;43098;3006;2220
5;9;6;10;45539;20819;42673;39710;39956;3356;2227
5;9;6;11;53488;21483;50344;47536;44927;6512;2049
5;9;6;12;61878;23194;58337;55540;51540;8579;1759
5;9;6;13;58717;23997;54899;52432;51749;5417;1551
5;9;6;14;53554;22760;50129;47522;48603;3405;1546
5;9;6;15;56319;23488;52715;49960;51298;3418;1603
5;9;6;16;75145;27797;71098;67814;68763;4866;1516
5;9;6;17;88032;30994;83111;80678;79375;7251;1406
5;9;6;18;79094;28960;73600;72371;71877;6279;938
5;9;6;19;58980;21275;54220;53576;54594;3777;609
5;9;6;20;37912;13428;34669;33954;34348;3162;402
5;9;6;21;28344;9454;26472;25898;24452;3583;309
5;9;6;22;19427;6072;18311;18566;17500;1799;128
5;9;6;23;4329;1684;4098;4272;4141;163;25
5;10;7;0;1113;560;1100;1067;1088;20;5
5;10;7;1;834;406;827;781;812;19;3
5;10;7;2;488;247;485;488;478;8;2
5;10;7;3;480;248;478;480;462;14;4
5;10;7;4;3849;1163;3834;3765;3777;37;35
5;10;7;5;26802;8429;25818;24583;26183;378;241
5;10;7;6;56752;20177;53347;51115;54070;2142;540
5;10;7;7;64267;25107;60138;57865;59518;3837;912
5;10;7;8;48297;21555;45429;42912;44412;2782;1103
5;10;7;9;43647;19789;41372;38118;39546;2860;1241
5;10;7;10;44207;19704;42095;38689;39615;3258;1334
5;10;7;11;48090;19376;45602;42450;42904;3895;1291
5;10;7;12;53268;20686;50579;47455;48343;3961;964
5;10;7;13;52761;21626;49878;47301;48265;3582;914
5;10;7;14;52091;21925;49471;46266;47947;3255;889
5;10;7;15;50519;21845;48021;45050;46708;3003;808
5;10;7;16;49737;21076;47459;44112;45724;3102;911
5;10;7;17;49528;21225;47121;43922;45678;3040;810
5;10;7;18;44551;19009;42303;39371;41240;2655;656
5;10;7;19;33516;13702;31799;29726;31046;1992;478
5;10;7;20;23729;10227;22575;21417;21894;1547;288
5;10;7;21;18482;7638;17678;16903;17006;1271;205
5;10;7;22;15251;5428;14735;14654;14334;809;108
5;10;7;23;4631;1942;4462;4558;4449;153;29
5;11;1;0;1005;331;991;980;975;25;5
5;11;1;1;721;348;718;697;703;13;5
5;11;1;2;507;257;503;507;496;9;2
5;11;1;3;380;217;379;380;372;5;3
5;11;1;4;1676;672;1667;1668;1632;21;23
5;11;1;5;11185;4511;10914;10448;10884;144;157
5;11;1;6;23542;10562;22556;21062;22412;633;497
5;11;1;7;25976;12912;24978;23430;24498;857;621
5;11;1;8;27641;14825;26624;24530;25511;1242;888
5;11;1;9;30418;16520;29575;26853;28022;1435;961
5;11;1;10;30596;16265;29708;27362;28290;1459;847
5;11;1;11;24909;13107;24094;22424;22932;1309;668
5;11;1;12;25922;13385;25103;23566;24022;1313;587
5;11;1;13;26250;13424;25459;23806;24372;1405;473
5;11;1;14;25416;13272;24663;23059;23709;1191;516
5;11;1;15;28333;14883;27573;25589;26284;1435;614
5;11;1;16;33526;17731;32722;30153;31233;1650;643
5;11;1;17;37548;19203;36576;34000;34977;1887;684
5;11;1;18;34198;17737;33233;30880;31862;1819;517
5;11;1;19;25443;12572;24599;23107;23757;1347;339
5;11;1;20;20969;10555;20294;19543;19378;1240;351
5;11;1;21;16113;7530;15639;15501;14849;1038;226
5;11;1;22;8484;3954;8225;8401;8040;359;85
5;11;1;23;2456;1293;2391;2428;2385;56;15
5;12;2;0;862;390;853;818;849;11;2
5;12;2;1;463;237;457;441;458;3;2
5;12;2;2;173;80;168;173;172;1;0
5;12;2;3;185;87;184;185;182;0;3
5;12;2;4;7693;1966;7637;7504;7552;76;65
5;12;2;5;52940;14442;50898;49314;50963;1488;489
5;12;2;6;88804;26667;83334;82065;80623;7294;887
5;12;2;7;80177;28681;74457;73686;72771;6327;1079
5;12;2;8;57169;24457;52357;51747;52352;3592;1225
5;12;2;9;46402;22164;43391;41028;41685;2934;1783
5;12;2;10;43780;21093;41091;38758;38511;3251;2018
5;12;2;11;50616;21084;47767;44988;42398;6143;2075
5;12;2;12;60342;22482;56673;54176;49714;8700;1928
5;12;2;13;57827;23401;54124;51719;50412;5587;1828
5;12;2;14;53171;22870;49842;47353;48030;3332;1809
5;12;2;15;53488;22317;49719;47739;48168;3588;1732
5;12;2;16;68799;25870;64576;61846;61734;5342;1723
5;12;2;17;96750;31249;91204;89344;86630;8551;1569
5;12;2;18;82585;27702;76013;75944;74834;6853;898
5;12;2;19;50116;16435;45326;45598;45941;3702;473
5;12;2;20;27993;9172;25522;25079;24507;3170;316
5;12;2;21;27142;8093;25438;24736;22135;4750;257
5;12;2;22;17662;4914;16488;16712;15465;2117;80
5;12;2;23;2857;1060;2690;2817;2732;112;13
5;13;3;0;769;358;765;725;752;15;2
5;13;3;1;337;162;333;323;333;1;3
5;13;3;2;137;58;132;137;135;1;1
5;13;3;3;160;70;159;160;158;0;2
5;13;3;4;7597;1823;7525;7421;7477;71;49
5;13;3;5;55167;14063;52879;50960;52958;1645;564
5;13;3;6;106439;31228;99171;97810;95266;9840;1333
5;13;3;7;89699;31517;82280;82275;80186;7810;1703
5;13;3;8;55335;23269;50648;49977;49893;3643;1799
5;13;3;9;45958;20987;42755;40311;40905;3013;2040
5;13;3;10;43600;19427;40694;38141;37972;3470;2158
5;13;3;11;51715;20233;48682;45984;42718;6707;2290
5;13;3;12;59648;21164;56054;53519;47908;9705;2035
5;13;3;13;57935;22682;53988;51809;50173;5794;1968
5;13;3;14;51557;20975;48104;45896;46358;3499;1700
5;13;3;15;53250;21722;49448;47310;47666;3813;1771
5;13;3;16;73616;27310;69194;65982;65907;5823;1886
5;13;3;17;98783;32282;92944;90921;88526;8639;1618
5;13;3;18;81570;27190;75025;75035;73629;7055;886
5;13;3;19;48213;15589;43775;43682;44131;3592;490
5;13;3;20;29878;9466;27149;26670;26258;3271;349
5;13;3;21;29202;9083;27561;26745;24176;4716;310
5;13;3;22;20439;6090;19108;19485;17920;2383;136
5;13;3;23;3116;1236;2924;3098;2944;151;21
5;14;4;0;789;362;782;746;779;8;2
5;14;4;1;389;182;387;372;382;3;4
5;14;4;2;175;82;173;175;172;2;1
5;14;4;3;190;86;189;190;188;1;1
5;14;4;4;7854;1785;7777;7665;7736;69;49
5;14;4;5;56771;14302;54299;52495;54483;1751;537
5;14;4;6;106251;30833;98801;97991;94997;9928;1326
5;14;4;7;88234;30145;80551;80912;79028;7543;1663
5;14;4;8;55457;22941;50374;49812;49753;3836;1868
5;14;4;9;42258;18609;39148;37088;37207;3068;1983
5;14;4;10;39932;17388;37198;35128;34546;3397;1989
5;14;4;11;46381;17148;43473;41504;37921;6494;1966
5;14;4;12;56755;19387;53291;51001;45331;9695;1729
5;14;4;13;52568;19843;48913;46963;45330;5685;1553
5;14;4;14;48406;19359;44828;43205;43438;3441;1527
5;14;4;15;47529;19033;43982;42429;42577;3485;1467
5;14;4;16;63820;22446;60201;57649;57259;5034;1527
5;14;4;17;84082;26421;79885;77475;75524;7381;1177
5;14;4;18;70744;22854;65584;64830;64308;5824;612
5;14;4;19;48760;15177;44086;44360;44781;3629;350
5;14;4;20;28496;8950;25777;25876;25227;3030;239
5;14;4;21;21091;6027;19655;19129;17595;3318;178
5;14;4;22;14430;3803;13504;13711;12811;1553;66
5;14;4;23;2380;893;2258;2368;2288;82;10
5;15;5;0;793;365;787;793;786;7;0
5;15;5;1;364;183;361;364;360;2;2
5;15;5;2;159;91;158;159;156;2;1
5;15;5;3;172;72;172;172;168;2;2
5;15;5;4;7529;1750;7473;7387;7419;58;52
5;15;5;5;53264;13109;50971;49449;51283;1562;419
5;15;5;6;95622;26960;89244;88214;86136;8592;894
5;15;5;7;82332;27923;75697;75538;74221;7026;1085
5;15;5;8;55142;22390;50005;49765;49931;3951;1260
5;15;5;9;39091;16685;35965;34297;34789;2908;1394
5;15;5;10;35747;15119;33152;31501;31152;3160;1435
5;15;5;11;44540;16645;41829;39716;36555;6483;1502
5;15;5;12;54694;18890;51371;48721;44199;8954;1541
5;15;5;13;52719;19724;48976;47063;45762;5494;1463
5;15;5;14;48720;19374;45181;43005;43707;3440;1573
5;15;5;15;51144;20230;47366;45164;45936;3662;1546
5;15;5;16;64930;23084;60569;58196;58375;5079;1476
5;15;5;17;92143;28650;86736;84818;82470;8335;1338
5;15;5;18;80121;26095;73952;73912;72087;7212;822
5;15;5;19;53901;17421;48742;49074;49111;4239;551
5;15;5;20;31585;10014;28563;28303;27750;3475;360
5;15;5;21;27226;8011;25460;25005;22413;4537;276
5;15;5;22;18798;5442;17607;17985;16471;2219;108
5;15;5;23;3352;1360;3178;3310;3205;122;25
5;16;6;0;852;383;844;815;840;11;1
5;16;6;1;681;339;673;649;672;6;3
5;16;6;2;303;135;299;303;300;0;3
5;16;6;3;263;130;262;263;261;2;0
5;16;6;4;7543;1729;7459;7349;7423;65;55
5;16;6;5;55871;13963;53448;51889;53669;1718;484
5;16;6;6;103450;29498;96227;95367;92250;9930;1270
5;16;6;7;86963;29815;79521;79598;77869;7573;1521
5;16;6;8;55528;22735;50418;49530;49930;3778;1820
5;16;6;9;43810;19059;40448;37957;38707;3122;1981
5;16;6;10;41766;17854;38858;36488;35973;3634;2159
5;16;6;11;49229;18204;46126;43898;40322;6905;2002
5;16;6;12;58616;19938;54901;52910;47437;9413;1766
5;16;6;13;54347;20585;50385;49042;47089;5760;1498
5;16;6;14;50905;20420;47411;45608;45711;3714;1480
5;16;6;15;53684;21143;49935;47974;48389;3771;1524
5;16;6;16;72919;25449;68607;66452;66091;5291;1537
5;16;6;17;89960;30498;84156;83194;80149;8417;1394
5;16;6;18;78587;27445;72625;72032;70599;7036;952
5;16;6;19;55029;19125;50054;50369;50471;3968;590
5;16;6;20;33430;11598;30636;30212;29675;3378;377
5;16;6;21;27125;8765;25318;25013;22864;3950;311
5;16;6;22;18560;5498;17520;17666;16476;1972;112
5;16;6;23;3940;1503;3729;3896;3708;207;25
5;17;7;0;1203;587;1188;1180;1162;36;5
5;17;7;1;819;393;814;769;803;11;5
5;17;7;2;525;258;522;524;512;9;4
5;17;7;3;460;261;455;460;449;8;3
5;17;7;4;3554;1001;3531;3491;3481;37;36
5;17;7;5;26057;7854;25065;23855;25333;501;223
5;17;7;6;55299;19282;51882;49718;52192;2581;526
5;17;7;7;63741;24431;59406;57259;58214;4663;864
5;17;7;8;48078;20732;44956;42595;43350;3559;1169
5;17;7;9;41802;18637;39381;36401;37265;3121;1416
5;17;7;10;41818;18058;39396;36606;36946;3519;1353
5;17;7;11;44559;17487;41894;39900;39245;4229;1085
5;17;7;12;51302;19058;48360;46352;45649;4798;855
5;17;7;13;48083;19104;45087;43539;43499;3880;704
5;17;7;14;45675;18449;43050;41008;41828;3123;724
5;17;7;15;44173;18330;41733;39414;40304;3065;804
5;17;7;16;45580;19072;43379;40230;41578;3221;781
5;17;7;17;46374;19164;44023;40962;42291;3356;727
5;17;7;18;40477;17336;38399;35807;37003;2887;587
5;17;7;19;32976;13755;31282;29367;30231;2325;420
5;17;7;20;22477;9807;21295;20293;20573;1653;251
5;17;7;21;19177;7771;18335;17744;17384;1556;237
5;17;7;22;15773;5846;15247;15425;14667;964;142
5;17;7;23;4849;2074;4667;4791;4594;210;45
5;18;1;0;937;349;924;880;906;29;2
5;18;1;1;741;343;737;709;721;16;4
5;18;1;2;588;309;582;588;575;12;1
5;18;1;3;444;239;442;444;433;11;0
5;18;1;4;1978;934;1961;1961;1924;28;26
5;18;1;5;12042;5026;11759;11134;11635;270;137
5;18;1;6;24873;10827;23803;22447;23258;1089;526
5;18;1;7;26858;12804;25716;23986;24717;1573;568
5;18;1;8;24537;12877;23521;21803;22352;1384;801
5;18;1;9;24700;13531;23930;21619;22610;1210;880
5;18;1;10;25336;13677;24497;22617;23273;1289;774
5;18;1;11;24108;12264;23224;21460;21748;1653;707
5;18;1;12;24212;11776;23407;22011;21874;1781;557
5;18;1;13;24255;11575;23350;21824;21985;1782;488
5;18;1;14;23958;12039;23222;21608;22017;1443;498
5;18;1;15;25618;12897;24846;22851;23499;1577;542
5;18;1;16;32379;16431;31559;28921;29728;1993;658
5;18;1;17;34697;17225;33542;31060;31827;2160;710
5;18;1;18;32117;15933;31047;29115;29391;2152;574
5;18;1;19;23393;10860;22513;21317;21581;1427;385
5;18;1;20;19555;9072;18840;18356;17747;1463;345
5;18;1;21;15349;7023;14866;14889;14027;1111;211
5;18;1;22;8468;3859;8213;8259;7915;467;86
5;18;1;23;2381;1225;2321;2354;2292;77;12
5;19;2;0;779;371;773;779;764;13;2
5;19;2;1;417;190;413;417;410;4;3
5;19;2;2;172;80;171;172;169;3;0
5;19;2;3;218;100;217;218;216;1;1
5;19;2;4;7991;2059;7920;7835;7856;74;61
5;19;2;5;56254;15415;53977;52320;53873;1847;534
5;19;2;6;104068;31495;97264;96241;92413;10396;1259
5;19;2;7;91372;32971;83847;84128;81238;8457;1677
5;19;2;8;57479;25267;52811;51948;51692;3956;1831
5;19;2;9;45746;21586;42751;40196;40493;3272;1981
5;19;2;10;43734;20074;40960;38624;37853;3776;2105
5;19;2;11;51710;20223;48599;46112;42113;7443;2154
5;19;2;12;59785;20997;56224;53910;47869;10084;1832
5;19;2;13;55739;21775;51825;50084;47972;5978;1789
5;19;2;14;51163;21311;47687;45942;45720;3818;1625
5;19;2;15;51384;21022;47566;45782;45777;3953;1654
5;19;2;16;68782;24785;64417;62351;61199;5787;1796
5;19;2;17;96471;30507;90696;89305;85343;9627;1501
5;19;2;18;81778;26548;74907;75323;72794;8114;870
5;19;2;19;49001;15636;44079;45014;44424;4087;490
5;19;2;20;27762;8758;25252;24748;23662;3765;335
5;19;2;21;26985;7704;25260;24458;21286;5438;261
5;19;2;22;17098;4532;15946;16260;14618;2395;85
5;19;2;23;2605;964;2460;2573;2460;126;19
5;20;3;0;595;263;588;576;583;7;5
5;20;3;1;342;137;338;336;332;7;3
5;20;3;2;130;53;128;130;129;1;0
5;20;3;3;157;74;157;157;156;1;0
5;20;3;4;7791;1732;7721;7573;7658;84;49
5;20;3;5;56114;14142;53742;51995;53666;1911;537
5;20;3;6;105994;30568;98482;97772;93535;11077;1382
5;20;3;7;90444;30909;82689;83083;79745;9019;1680
5;20;3;8;56411;23422;51444;50628;50200;4395;1816
5;20;3;9;44825;20036;41650;39192;39298;3486;2041
5;20;3;10;42204;18590;39317;36809;36375;3743;2086
5;20;3;11;49778;18426;46736;44183;39905;7686;2187
5;20;3;12;59699;20269;56116;53569;46704;10955;2040
5;20;3;13;55667;21570;51770;49586;47391;6494;1782
5;20;3;14;48886;19748;45471;43331;43531;3747;1608
5;20;3;15;50616;20259;46868;45070;45039;4008;1569
5;20;3;16;68165;24299;63872;61403;60288;6142;1735
5;20;3;17;97413;31097;91659;89640;85996;9887;1530
5;20;3;18;83066;26593;76147;75996;73368;8786;912
5;20;3;19;52910;16727;47413;48136;47926;4488;496
5;20;3;20;29622;9306;26842;26442;25305;3964;353
5;20;3;21;27891;8046;26189;25407;22021;5573;297
5;20;3;22;17675;4878;16451;16775;15091;2493;91
5;20;3;23;2882;1133;2711;2856;2751;113;18
5;21;4;0;752;364;746;730;739;7;6
5;21;4;1;382;191;377;379;377;3;2
5;21;4;2;191;93;190;191;189;1;1
5;21;4;3;185;77;184;185;180;4;1
5;21;4;4;7781;1773;7700;7619;7644;81;56
5;21;4;5;56152;14092;53762;52084;53740;1877;535
5;21;4;6;104967;29820;97664;96906;92466;11173;1328
5;21;4;7;89085;30063;80989;82003;78501;8952;1632
5;21;4;8;52490;21348;47672;47144;46491;4317;1682
5;21;4;9;40351;17439;37233;35411;35095;3456;1800
5;21;4;10;35722;15174;33255;31777;30355;3641;1726
5;21;4;11;42831;15460;40217;38335;34123;6991;1717
5;21;4;12;55804;18302;52446;50209;43438;10734;1632
5;21;4;13;51911;19449;47976;46363;44096;6305;1510
5;21;4;14;47451;18813;43854;42374;42162;3821;1468
5;21;4;15;48597;19611;44951;43152;43358;3883;1356
5;21;4;16;67021;23218;62545;60317;59303;6125;1593
5;21;4;17;95463;29236;89573;88072;83930;10200;1333
5;21;4;18;81397;26069;74546;74822;72081;8487;829
5;21;4;19;49173;15526;44198;44926;44379;4325;469
5;21;4;20;28229;8957;25626;25186;24047;3844;338
5;21;4;21;27023;7655;25313;24764;21140;5558;325
5;21;4;22;18172;5258;16957;17280;15409;2667;96
5;21;4;23;2948;1179;2783;2911;2833;96;19
5;22;5;0;884;442;877;863;872;9;3
5;22;5;1;475;228;471;464;469;3;3
5;22;5;2;195;89;194;195;192;3;0
5;22;5;3;245;101;245;245;238;6;1
5;22;5;4;7859;1843;7792;7683;7737;82;40
5;22;5;5;57327;14567;54871;53165;54681;2102;544
5;22;5;6;105330;30071;97685;97430;92339;11727;1264
5;22;5;7;88513;29823;80572;81396;77558;9363;1592
5;22;5;8;53565;21939;48805;48071;47526;4345;1694
5;22;5;9;42499;18251;39211;37201;36939;3654;1906
5;22;5;10;39915;17206;36997;35087;33843;4165;1907
5;22;5;11;47983;17624;44922;42959;37993;8020;1970
5;22;5;12;58462;19607;54684;52490;44990;11679;1793
5;22;5;13;53317;20127;49501;47528;44794;6785;1738
5;22;5;14;48918;19174;45324;43704;42985;4265;1668
5;22;5;15;51971;20188;48226;46501;46180;4207;1584
5;22;5;16;66305;23551;62001;59995;58252;6372;1681
5;22;5;17;92853;29688;86990;85742;81036;10313;1504
5;22;5;18;80416;25903;73777;74112;70664;8811;941
5;22;5;19;51685;16603;46509;47118;46532;4608;545
5;22;5;20;29135;9241;26357;26337;24947;3858;330
5;22;5;21;26489;7584;24777;24296;20476;5737;276
5;22;5;22;17867;5109;16728;16983;15301;2469;97
5;22;5;23;3244;1335;3068;3213;3073;147;24
5;23;6;0;888;441;879;865;878;9;1
5;23;6;1;586;297;581;564;579;3;4
5;23;6;2;300;171;296;300;296;2;2
5;23;6;3;286;128;284;286;281;4;1
5;23;6;4;7762;1878;7697;7554;7626;92;44
5;23;6;5;53945;13597;51631;50066;51561;1925;459
5;23;6;6;103335;29853;95881;95724;90894;11274;1167
5;23;6;7;87357;30178;79613;80505;76815;9111;1431
5;23;6;8;54603;22515;49623;49137;48345;4548;1710
5;23;6;9;42406;18437;39260;37289;36851;3719;1836
5;23;6;10;39895;16882;36979;35295;33561;4440;1894
5;23;6;11;47895;17701;44830;43000;37679;8333;1883
5;23;6;12;57095;18992;53448;51295;44349;11102;1644
5;23;6;13;53155;19920;49254;47760;44964;6738;1453
5;23;6;14;49345;20050;45884;44210;43672;4289;1384
5;23;6;15;52250;20811;48452;46370;46685;4180;1385
5;23;6;16;73605;25039;69046;66935;65808;6247;1550
5;23;6;17;89149;29606;83426;81795;77510;10194;1445
5;23;6;18;76417;26603;70171;70171;67328;8213;876
5;23;6;19;51353;18245;46660;46761;46265;4578;510
5;23;6;20;30786;10616;28104;27636;26482;3938;366
