mes;dia;dsem;hora;ptot;pcd0;pnin;pbus;inte;meia;grat
4;12;7;18;45959;17117;43540;40069;36984;8192;783
4;12;7;19;37256;13814;35566;32346;30281;6411;564
4;12;7;20;26493;9820;25181;22994;21097;5036;360
4;12;7;21;21749;7655;20779;19688;17089;4348;312
4;12;7;22;17598;5851;17009;16691;14490;2977;131
4;12;7;23;4912;1922;4741;4773;4150;746;16
4;13;1;0;1160;407;1150;1126;996;162;2
4;13;1;1;834;370;830;794;758;75;1
4;13;1;2;591;258;587;591;535;48;8
4;13;1;3;452;242;450;452;418;31;3
4;13;1;4;2536;1111;2525;2527;2331;162;43
4;13;1;5;13717;5422;13402;12904;12482;954;281
4;13;1;6;27926;11791;26867;25109;24626;2551;749
4;13;1;7;29484;13038;28230;26475;25263;3332;889
4;13;1;8;29067;13844;27995;25702;24241;3827;999
4;13;1;9;30245;14655;29255;26447;25006;4073;1166
4;13;1;10;31143;14618;30057;27679;25646;4411;1086
4;13;1;11;29010;12904;27993;25649;23447;4678;885
4;13;1;12;26796;11457;25821;23963;21855;4353;588
4;13;1;13;27220;11677;26281;24129;22407;4201;612
4;13;1;14;26987;11991;26184;23826;22201;4185;601
4;13;1;15;29002;13050;28201;25739;23694;4589;719
4;13;1;16;35170;15387;34253;31099;28559;5820;791
4;13;1;17;42068;18210;40813;37425;34109;7105;854
4;13;1;18;37190;15842;36002;32873;30064;6343;783
4;13;1;19;27148;11051;26187;24217;22235;4483;430
4;13;1;20;23213;9319;22392;21156;18458;4307;448
4;13;1;21;18383;7069;17889;17295;14485;3659;239
4;13;1;22;9539;3819;9254;9351;7852;1591;96
4;13;1;23;2673;1262;2609;2609;2320;334;19
4;14;2;0;1199;507;1190;1159;1062;132;5
4;14;2;1;432;183;426;413;384;40;8
4;14;2;2;185;97;185;185;169;16;0
4;14;2;3;197;88;197;197;184;12;1
4;14;2;4;9477;2387;9383;9278;9057;309;111
4;14;2;5;64537;17342;62048;59628;58319;5398;820
4;14;2;6;120404;33932;113221;110323;95379;23324;1701
4;14;2;7;100593;33044;92755;91513;79701;18859;2033
4;14;2;8;65265;26243;60389;58360;52048;10762;2455
4;14;2;9;55220;22531;51908;48505;42403;10185;2632
4;14;2;10;52460;21198;49364;45746;39562;10035;2863
4;14;2;11;62606;21306;59041;55276;43992;16037;2577
4;14;2;12;74615;22708;70635;66350;50020;22324;2271
4;14;2;13;65891;23210;61806;58546;49366;14577;1948
4;14;2;14;59338;22026;55727;52454;46616;10712;2010
4;14;2;15;60079;21606;56209;52873;46940;11088;2051
4;14;2;16;77552;25359;73092;69015;61434;13938;2180
4;14;2;17;110341;31932;104267;99981;87064;21380;1897
4;14;2;18;97082;28605;89978;87390;76178;19707;1197
4;14;2;19;59303;17216;53770;53069;47788;10836;679
4;14;2;20;35312;9784;32421;31061;26130;8773;409
4;14;2;21;33922;8539;32025;30232;22758;10817;347
4;14;2;22;19542;4690;18287;18255;14729;4700;113
4;14;2;23;2841;964;2692;2790;2447;372;22
4;15;3;0;746;289;741;732;690;54;2
4;15;3;1;313;118;310;306;287;24;2
4;15;3;2;116;57;116;116;109;4;3
4;15;3;3;190;80;189;190;182;8;0
4;15;3;4;9030;2110;8963;8899;8588;345;97
4;15;3;5;63304;15907;60779;59950;57122;5413;769
4;15;3;6;120563;32675;113033;111674;95326;23539;1698
4;15;3;7;102321;32265;93981;93391;80203;20130;1988
4;15;3;8;66202;25085;61141;59183;52178;11614;2410
4;15;3;9;55436;21756;51980;48493;42201;10718;2517
4;15;3;10;52465;20039;49376;46251;38970;10789;2706
4;15;3;11;63588;21228;60132;56606;44474;16538;2576
4;15;3;12;76947;23037;72905;68832;51080;23568;2299
4;15;3;13;71054;24417;66896;63618;52146;16888;2020
4;15;3;14;63436;22974;59489;56368;48869;12534;2033
4;15;3;15;64938;22948;60817;57421;50177;12563;2198
4;15;3;16;81538;26761;76760;73111;64549;14860;2129
4;15;3;17;110496;32600;104422;100040;87375;21403;1718
4;15;3;18;95750;28825;88902;86692;75237;19428;1085
4;15;3;19;65085;19458;59203;58175;52646;11788;651
4;15;3;20;37019;10609;33840;32636;27626;8940;453
4;15;3;21;35275;9082;33371;31760;24065;10859;351
4;15;3;22;20378;5229;19098;19264;15301;4978;99
4;15;3;23;3062;1127;2892;3027;2706;345;11
4;16;4;0;1014;403;1002;969;922;87;5
4;16;4;1;623;235;620;593;571;48;4
4;16;4;2;154;77;152;154;142;8;4
4;16;4;3;230;93;229;230;220;10;0
4;16;4;4;9478;2269;9397;9314;8996;359;123
4;16;4;5;62432;15499;59903;57852;56427;5287;718
4;16;4;6;117721;31673;110013;108082;94095;22078;1548
4;16;4;7;98192;30817;90000;89221;77570;18717;1905
4;16;4;8;60736;22659;55814;53711;48290;10321;2125
4;16;4;9;53414;21054;49933;46521;40927;10071;2416
4;16;4;10;52007;19811;48866;45520;38982;10381;2644
4;16;4;11;60239;20196;56710;53510;43029;14967;2243
4;16;4;12;69328;20916;65561;62278;47277;20019;2032
4;16;4;13;64484;21939;60471;57397;48206;14350;1928
4;16;4;14;60500;22074;56707;53641;47620;10878;2002
4;16;4;15;62800;22534;58619;55445;49579;11196;2025
4;16;4;16;79687;26194;75095;71309;63468;14293;1926
4;16;4;17;103812;30726;97732;94718;83618;18607;1587
4;16;4;18;90518;27125;83531;82112;72405;17157;956
4;16;4;19;59369;17677;53895;53357;48473;10312;584
4;16;4;20;35654;10496;32720;31467;27011;8271;372
4;16;4;21;30130;8313;28317;27381;21615;8232;283
4;16;4;22;16773;4332;15674;15834;13254;3415;104
4;16;4;23;3218;1207;3049;3187;2788;410;20
4;17;5;0;908;385;902;858;825;80;3
4;17;5;1;673;283;670;642;589;75;9
4;17;5;2;271;144;271;271;256;14;1
4;17;5;3;296;132;294;296;275;21;0
4;17;5;4;7661;1981;7596;7563;7283;306;72
4;17;5;5;49512;13017;47586;45774;46454;2635;423
4;17;5;6;84121;24736;78172;76876;75531;7836;754
4;17;5;7;78808;26736;71887;71383;67077;10556;1175
4;17;5;8;50566;19992;46756;44791;42052;6941;1573
4;17;5;9;44411;18042;41710;38907;35837;6658;1916
4;17;5;10;39215;15742;36861;34258;31411;6237;1567
4;17;5;11;37806;14053;35500;33458;30583;6174;1049
4;17;5;12;49109;16955;46369;43489;39781;8245;1083
4;17;5;13;52041;18756;48748;46329;42389;8500;1152
4;17;5;14;53631;19727;50309;47761;44018;8408;1205
4;17;5;15;54218;20137;50686;48071;44997;8018;1203
4;17;5;16;64127;22569;60201;57215;54358;8579;1190
4;17;5;17;76179;24860;71580;68860;64881;10311;987
4;17;5;18;67025;22400;62102;60420;56489;9793;743
4;17;5;19;46212;15800;42767;41442;38957;6760;495
4;17;5;20;28193;9845;26234;25194;23255;4646;292
4;17;5;21;20524;6946;19309;18934;16606;3665;253
4;17;5;22;15040;4597;14331;14391;12676;2283;81
4;17;5;23;3644;1336;3496;3589;3179;449;16
4;18;6;0;1097;495;1089;1060;1005;89;3
4;18;6;1;728;360;720;700;685;43;0
4;18;6;2;374;185;372;374;350;23;1
4;18;6;3;458;236;458;458;413;44;1
4;18;6;4;2341;799;2328;2329;2186;135;20
4;18;6;5;14067;4626;13641;13328;13034;884;149
4;18;6;6;22322;8179;21154;20421;20324;1662;336
4;18;6;7;23671;9817;22520;21621;20930;2235;506
4;18;6;8;18954;8809;18193;17214;16148;2248;558
4;18;6;9;21625;10268;20975;19347;18053;2890;682
4;18;6;10;22973;10906;22234;20657;19016;3205;752
4;18;6;11;20296;9080;19599;18589;16697;3027;572
4;18;6;12;18031;7440;17371;16650;15044;2569;418
4;18;6;13;18768;7568;18034;17354;15610;2735;423
4;18;6;14;20631;8380;19891;18834;17064;3049;518
4;18;6;15;20624;8628;19900;18594;17241;2889;494
4;18;6;16;22689;9454;21918;20548;18936;3187;566
4;18;6;17;25899;10550;25101;23745;21538;3712;649
4;18;6;18;24725;9995;23898;22757;20452;3803;470
4;18;6;19;18517;6856;17771;17280;15307;2937;273
4;18;6;20;12191;4851;11727;11509;9911;2086;194
4;18;6;21;11185;4248;10866;10915;8900;2133;152
4;18;6;22;7109;2606;6904;7032;5915;1139;55
4;18;6;23;1910;788;1865;1817;1651;252;7
4;19;7;0;902;432;898;855;821;80;1
4;19;7;1;621;270;618;593;572;47;2
4;19;7;2;253;109;253;253;232;21;0
4;19;7;3;196;101;195;196;181;14;1
4;19;7;4;2589;709;2573;2571;2478;79;32
4;19;7;5;16936;4858;16308;16006;15840;888;208
4;19;7;6;31703;10802;29913;29116;28899;2340;464
4;19;7;7;35491;13596;33576;32303;31404;3355;732
4;19;7;8;31288;13307;29747;28103;26458;3777;1053
4;19;7;9;31879;13679;30639;28244;26571;4171;1137
4;19;7;10;32364;13662;31004;28802;26761;4440;1163
4;19;7;11;31821;12460;30185;28689;26370;4476;975
4;19;7;12;33723;12457;32046;30438;28145;4806;772
4;19;7;13;33133;12788;31715;30072;27436;5030;667
4;19;7;14;34021;13023;32519;30808;28218;5167;636
4;19;7;15;34163;13226;32605;30561;28312;5061;790
4;19;7;16;36731;14076;35326;32670;30445;5441;845
4;19;7;17;38838;15040;37146;34678;32389;5634;815
4;19;7;18;35214;13884;33733;31684;28982;5588;644
4;19;7;19;27303;10239;26114;24621;22604;4270;429
4;19;7;20;17971;6851;17245;16340;14555;3132;284
4;19;7;21;15614;5841;15116;14888;12378;3012;224
4;19;7;22;13485;4502;13076;13147;11160;2194;131
4;19;7;23;3947;1656;3836;3859;3332;597;18
4;20;1;0;993;432;987;959;889;98;6
4;20;1;1;572;241;568;526;504;65;3
4;20;1;2;395;185;394;395;368;26;1
4;20;1;3;320;190;319;320;301;18;1
4;20;1;4;1957;820;1944;1948;1816;113;28
4;20;1;5;10932;4204;10661;10284;10094;655;183
4;20;1;6;20736;8354;19814;19039;18617;1657;462
4;20;1;7;21754;9814;20869;19889;19026;2180;548
4;20;1;8;22706;11365;21948;20510;19214;2624;868
4;20;1;9;24617;12319;23961;22020;20617;3135;865
4;20;1;10;24729;12115;24027;22451;20743;3193;793
4;20;1;11;23383;11027;22634;21308;19489;3209;685
4;20;1;12;20957;9670;20313;19347;17615;2887;455
4;20;1;13;21140;9225;20501;19336;17700;2972;468
4;20;1;14;22122;9940;21523;20011;18333;3294;495
4;20;1;15;23992;10889;23438;21747;20058;3451;483
4;20;1;16;29638;13523;28957;26702;24538;4443;657
4;20;1;17;34550;15618;33625;31113;28636;5138;776
4;20;1;18;31831;13999;30874;28917;26446;4820;565
4;20;1;19;22806;9436;22007;20791;18938;3526;342
4;20;1;20;18678;7881;18074;17386;15160;3200;318
4;20;1;21;14795;6047;14402;14116;11765;2780;250
4;20;1;22;7665;3250;7473;7461;6395;1207;63
4;20;1;23;2060;959;2013;2025;1820;228;12
4;21;2;0;824;359;819;750;743;73;8
4;21;2;1;437;224;436;405;410;25;2
4;21;2;2;205;108;205;205;181;22;2
4;21;2;3;180;116;180;180;167;12;1
4;21;2;4;2101;637;2086;2080;2001;75;25
4;21;2;5;14041;4583;13630;13127;13224;657;160
4;21;2;6;24766;9188;23378;22441;22853;1553;360
4;21;2;7;23866;9931;22580;21565;21189;2126;551
4;21;2;8;19908;9059;19121;17898;16823;2299;786
4;21;2;9;19787;8970;19150;17585;16436;2522;829
4;21;2;10;20561;9172;19815;18376;16943;2799;819
4;21;2;11;18763;7812;18051;16906;15441;2679;643
4;21;2;12;19202;7393;18529;17498;15878;2821;503
4;21;2;13;21776;8591;21001;19791;17973;3330;473
4;21;2;14;25267;9965;24442;22822;20740;3921;606
4;21;2;15;26935;10930;26039;24268;22104;4150;681
4;21;2;16;31874;13128;30913;28744;26355;4703;816
4;21;2;17;35358;14469;34188;31916;29191;5445;722
4;21;2;18;31434;12815;30355;28433;25679;5120;635
4;21;2;19;23535;8762;22589;21486;19281;3932;322
4;21;2;20;14999;6011;14396;13953;12107;2687;205
4;21;2;21;12941;4845;12562;12383;10012;2722;207
4;21;2;22;8802;3029;8562;8647;7123;1617;62
4;21;2;23;2219;945;2167;2180;1927;279;13
4;22;3;0;710;313;703;673;654;54;2
4;22;3;1;339;163;336;318;311;22;6
4;22;3;2;169;60;168;169;161;8;0
4;22;3;3;236;103;234;236;225;10;1
4;22;3;4;9682;2492;9609;9548;9233;358;91
4;22;3;5;64021;17587;61477;59457;57952;5385;684
4;22;3;6;116129;33689;109090;106790;92468;22250;1411
4;22;3;7;95563;32193;88365;87096;75972;17797;1794
4;22;3;8;61956;25378;57437;55740;50068;9815;2073
4;22;3;9;51932;22624;48859;45870;40882;8660;2390
4;22;3;10;49798;20942;46997;43763;38398;8932;2468
4;22;3;11;60599;21755;57489;53957;42937;15328;2334
4;22;3;12;72230;22820;68482;64457;48312;21802;2116
4;22;3;13;63006;23009;59165;55881;47707;13443;1856
4;22;3;14;55680;21328;52326;49518;44305;9545;1830
4;22;3;15;58104;21858;54310;51088;46087;10134;1883
4;22;3;16;77131;26517;72748;68663;61573;13467;2091
4;22;3;17;109011;32930;103214;99499;86536;20688;1787
4;22;3;18;92139;28166;85435;83838;72699;18444;996
4;22;3;19;58342;17844;53053;52837;47282;10514;546
4;22;3;20;32776;9534;29947;29128;24197;8204;375
4;22;3;21;33231;9218;31520;30384;22418;10486;327
4;22;3;22;20617;5495;19363;19359;14993;5544;80
4;22;3;23;2706;1087;2552;2681;2334;355;17
4;23;4;0;708;347;704;681;654;52;2
4;23;4;1;381;152;379;361;348;31;2
4;23;4;2;160;74;160;160;149;9;2
4;23;4;3;225;88;224;225;214;9;2
4;23;4;4;9405;2340;9320;9187;8984;339;82
4;23;4;5;63219;16346;60632;58337;56956;5562;701
4;23;4;6;119448;33202;111808;108928;94189;23722;1537
4;23;4;7;95683;31093;87864;86822;75493;18404;1786
4;23;4;8;59891;23769;55181;53180;47979;9858;2054
4;23;4;9;48866;20149;45691;42338;37935;8658;2273
4;23;4;10;47094;19001;44001;41178;35771;8893;2430
4;23;4;11;59935;20342;56644;52944;41333;16285;2317
4;23;4;12;71176;21815;67286;63220;47047;22070;2059
4;23;4;13;61281;21567;57347;54493;45712;13719;1850
4;23;4;14;54374;20442;50806;48094;43190;9395;1789
4;23;4;15;57201;21238;53583;50464;45336;10075;1790
4;23;4;16;76949;25799;72414;68915;61176;13798;1975
4;23;4;17;106668;31909;100694;97495;84935;20038;1695
4;23;4;18;90000;27497;83189;81628;71120;17910;970
4;23;4;19;54289;16780;48937;48566;44348;9408;533
4;23;4;20;32255;9797;29600;28547;23949;7934;372
4;23;4;21;28086;7954;26448;25298;19428;8416;242
4;23;4;22;15449;4263;14473;14563;12103;3271;75
4;23;4;23;2339;923;2231;2293;2070;259;10
4;24;5;0;714;353;707;677;663;49;2
4;24;5;1;951;524;947;931;795;151;5
4;24;5;2;409;234;407;409;347;62;0
4;24;5;3;296;147;296;296;272;21;3
4;24;5;4;8956;2359;8866;8795;8548;328;80
4;24;5;5;62460;16714;59921;57890;56493;5319;648
4;24;5;6;117229;33120;109711;107375;92497;23186;1546
4;24;5;7;98081;32524;90038;89028;77547;18624;1910
4;24;5;8;60036;23588;55044;53294;47895;10083;2058
4;24;5;9;48286;19876;45037;41742;37443;8462;2381
4;24;5;10;46228;18624;43470;40252;34865;9088;2275
4;24;5;11;58155;19638;55013;51182;40223;15613;2319
4;24;5;12;69815;21332;66057;61807;45689;22134;1992
4;24;5;13;59804;20900;55878;52875;44559;13414;1831
4;24;5;14;53270;20270;49827;46638;42252;9271;1747
4;24;5;15;55603;20841;51902;48414;44107;9736;1760
4;24;5;16;75526;25438;71134;67106;59718;13866;1942
4;24;5;17;106010;32015;100096;96242;83583;20687;1740
4;24;5;18;91255;28386;84388;82152;71863;18426;966
4;24;5;19;60161;19640;54689;54124;48525;11105;531
4;24;5;20;33347;10091;30622;29300;24823;8203;321
4;24;5;21;33083;9107;31274;29833;21923;10849;311
4;24;5;22;20329;5627;19085;19024;14939;5265;125
4;24;5;23;3099;1280;2939;3071;2667;416;16
4;25;6;0;1063;537;1055;1007;982;79;2
4;25;6;1;630;327;627;598;569;60;1
4;25;6;2;311;167;308;310;291;18;2
4;25;6;3;268;118;268;268;256;11;1
4;25;6;4;9496;2403;9406;9300;9063;359;74
4;25;6;5;63682;17454;61124;58852;57538;5532;612
4;25;6;6;116140;33582;108422;106195;92309;22467;1364
4;25;6;7;96811;32537;88647;88092;76790;18257;1764
4;25;6;8;60154;23975;55264;53114;48008;9954;2192
4;25;6;9;48639;20115;45360;41984;37754;8582;2303
4;25;6;10;47291;18939;44332;41215;35669;9214;2408
4;25;6;11;58512;19939;55248;51825;40395;15935;2182
4;25;6;12;69058;21366;65220;61606;46030;21117;1911
4;25;6;13;60288;21753;56449;53327;45253;13466;1569
4;25;6;14;55240;21022;51536;49013;43913;9646;1681
4;25;6;15;58169;21806;54370;51432;46867;9668;1634
4;25;6;16;81468;27254;76786;73002;66315;13443;1710
4;25;6;17;101826;32789;95582;92666;80348;19905;1573
4;25;6;18;85972;28598;79761;77844;67604;17371;997
4;25;6;19;53774;18187;49408;48491;43734;9545;495
4;25;6;20;35130;11549;32305;31108;26784;7921;425
4;25;6;21;31089;9432;29292;28195;21983;8728;378
4;25;6;22;20463;6069;19335;19342;15492;4844;127
4;25;6;23;3662;1510;3481;3590;3117;524;21
4;26;7;0;1126;577;1115;1089;1014;103;9
4;26;7;1;780;391;778;716;709;68;3
4;26;7;2;457;240;456;455;408;47;2
4;26;7;3;404;223;401;404;381;20;3
4;26;7;4;4365;1284;4340;4283;4160;171;34
4;26;7;5;29935;9207;28894;27243;28012;1698;225
4;26;7;6;64393;22611;60687;58234;56843;6952;598
4;26;7;7;67452;25078;63093;59893;55461;11043;948
4;26;7;8;48786;20210;45786;42674;39339;8234;1213
4;26;7;9;44054;18346;41665;37858;34541;8043;1470
4;26;7;10;42906;17558;40666;37186;33266;8116;1524
4;26;7;11;46492;17119;43970;40726;35830;9464;1198
4;26;7;12;54733;19460;51875;48633;43061;10748;924
4;26;7;13;50438;19111;47472;44841;40352;9225;861
4;26;7;14;49733;19246;47122;44121;40331;8523;879
4;26;7;15;49984;19678;47500;44013;40886;8224;874
4;26;7;16;53497;20845;51033;46921;43980;8627;890
4;26;7;17;50324;19793;47836;44362;40897;8603;824
4;26;7;18;42374;17371;40243;37479;33999;7760;615
4;26;7;19;33511;13612;31936;29526;27138;5917;456
4;26;7;20;22660;9402;21592;20164;18032;4311;317
4;26;7;21;19874;7772;19079;18148;15442;4193;239
4;26;7;22;16623;6142;16082;15973;13458;3025;140
4;26;7;23;4670;2080;4524;4561;3892;751;27
4;27;1;0;958;379;951;926;823;132;3
4;27;1;1;650;250;644;627;576;69;5
4;27;1;2;541;308;538;541;499;42;0
4;27;1;3;428;227;427;428;388;35;5
4;27;1;4;2264;1042;2256;2234;2097;143;24
4;27;1;5;13404;5865;13097;12544;12260;944;200
4;27;1;6;24510;11015;23456;22023;21777;2232;501
4;27;1;7;26268;12385;25129;23464;22470;3166;632
4;27;1;8;25831;13121;24885;22769;21425;3550;856
4;27;1;9;25871;13384;25076;22588;21397;3527;947
4;27;1;10;25562;13020;24709;22550;21052;3721;789
4;27;1;11;24868;11924;23983;21965;20111;3996;761
4;27;1;12;24699;11359;23877;22288;19963;4177;559
4;27;1;13;25028;11224;24145;22501;20520;4008;500
4;27;1;14;25808;12157;25088;23027;21049;4179;580
4;27;1;15;28425;13349;27634;25374;23089;4734;602
4;27;1;16;33861;15924;32915;30003;27401;5765;695
4;27;1;17;38781;18018;37606;34597;31321;6614;846
4;27;1;18;34435;15901;33341;30959;27770;6055;610
4;27;1;19;25249;11083;24300;22867;20527;4310;412
4;27;1;20;21586;9352;20908;19858;17003;4208;375
4;27;1;21;16759;7109;16278;16014;13126;3403;230
4;27;1;22;9642;4260;9397;9460;7818;1735;89
4;27;1;23;2602;1390;2549;2535;2260;324;18
4;28;2;0;840;423;834;796;764;74;2
4;28;2;1;395;211;391;368;366;27;2
4;28;2;2;152;77;152;152;135;16;1
4;28;2;3;217;109;217;217;201;15;1
4;28;2;4;9780;2925;9703;9592;9322;381;77
4;28;2;5;57457;17270;55329;53604;52047;4884;526
4;28;2;6;111657;35172;105346;102955;89482;21005;1170
4;28;2;7;80068;27487;74139;73159;63283;15655;1130
4;28;2;8;56402;23174;52026;50958;45995;9193;1214
4;28;2;9;47313;21319;44435;41028;37771;7746;1796
4;28;2;10;46554;20865;43963;40398;35908;8403;2243
4;28;2;11;58182;21801;55041;51114;41086;14868;2228
4;28;2;12;71077;23595;67399;63591;47442;21473;2162
4;28;2;13;64117;24130;60180;57200;48013;14115;1989
4;28;2;14;56758;22858;53268;50033;45106;9662;1990
4;28;2;15;57003;22530;53361;49950;45465;9738;1800
4;28;2;16;75646;27074;71367;67648;60488;13302;1856
4;28;2;17;104907;33720;99520;95699;82223;21152;1532
4;28;2;18;86268;28169;79990;78646;67647;17772;849
4;28;2;19;54643;17577;49663;49249;43781;10390;472
4;28;2;20;32713;10121;30135;29241;24240;8148;325
4;28;2;21;32239;8858;30420;29054;21147;10796;296
4;28;2;22;19905;5405;18636;18568;14374;5436;95
4;28;2;23;2495;1030;2363;2463;2163;316;16
4;29;3;0;692;354;689;676;653;38;1
4;29;3;1;278;126;275;255;251;23;4
4;29;3;2;102;47;102;102;98;2;2
4;29;3;3;197;90;194;197;187;7;3
4;29;3;4;9353;2716;9265;9149;8921;354;78
4;29;3;5;61769;18472;59333;57356;55748;5393;628
4;29;3;6;117421;36284;110163;107556;92281;23758;1382
4;29;3;7;96352;33446;88811;87930;75530;19123;1699
4;29;3;8;61322;25411;56555;54640;48850;10475;1997
4;29;3;9;49090;21345;45921;42482;38387;8349;2354
4;29;3;10;47006;19810;44188;41199;35748;8834;2424
4;29;3;11;59484;21153;56318;52750;41092;16040;2352
4;29;3;12;71688;22876;67913;64113;46819;22714;2155
4;29;3;13;63937;23576;59941;56463;47321;14575;2041
4;29;3;14;55888;22235;52385;49159;44166;9881;1841
4;29;3;15;56926;22033;53061;49708;45171;9969;1786
4;29;3;16;77206;27688;72761;69139;61425;13982;1799
4;29;3;17;107866;35331;101809;98503;84358;21925;1583
4;29;3;18;91089;30212;84531;82558;70808;19325;956
4;29;3;19;54520;18140;49725;49188;43766;10281;473
4;29;3;20;31907;10007;29303;28158;23400;8151;356
4;29;3;21;33874;9605;32157;30435;22224;11350;300
4;29;3;22;19900;5702;18684;18722;14392;5392;116
4;29;3;23;2813;1195;2659;2791;2434;359;20
4;30;4;0;810;401;799;777;740;69;1
4;30;4;1;364;190;359;342;329;33;2
4;30;4;2;168;87;167;168;158;9;1
4;30;4;3;171;82;171;171;165;3;3
4;30;4;4;9762;2814;9679;9580;9260;417;85
4;30;4;5;63198;18667;60647;58562;57108;5447;643
4;30;4;6;117560;35767;110092;108062;92886;23292;1382
4;30;4;7;99146;34255;91426;90216;78055;19260;1831
4;30;4;8;62417;25472;57558;55655;49818;10528;2071
4;30;4;9;51723;21656;48384;45141;40148;9090;2485
4;30;4;10;50043;20254;46961;43823;38040;9408;2595
4;30;4;11;62287;21803;58834;55071;43305;16448;2534
4;30;4;12;73179;23232;69324;65110;48656;22453;2070
4;30;4;13;64809;23431;60826;57094;48442;14397;1970
4;30;4;14;58989;22653;55433;51799;46657;10319;2013
4;30;4;15;59862;22827;55945;52641;47910;10196;1756
4;30;4;16;77622;28230;73304;69731;61860;13898;1864
4;30;4;17;105287;34741;99782;96227;83028;20704;1555
4;30;4;18;92888;31252;86692;84144;73070;18795;1023
4;30;4;19;65046;21866;59670;58775;52541;11877;628
4;30;4;20;40376;13104;37085;35987;30752;9228;396
4;30;4;21;35142;10550;33221;31891;24461;10316;365
4;30;4;22;21088;6162;19840;19925;15745;5226;117
4;30;4;23;4087;1570;3877;4047;3507;555;25
5;1;5;0;590;312;584;590;581;5;4
5;1;5;1;623;334;619;623;621;0;2
5;1;5;2;383;216;381;383;382;0;1
5;1;5;3;437;269;435;437;434;2;1
5;1;5;4;1869;717;1864;1865;1842;2;25
5;1;5;5;12283;5008;12041;11564;12163;31;89
5;1;5;6;26011;11820;24743;23814;25648;78;285
5;1;5;7;26939;13336;25602;24259;26270;140;529
5;1;5;8;22173;11926;21262;19682;21328;145;700
5;1;5;9;22161;11854;21462;19537;21223;162;776
5;1;5;10;22345;11744;21599;19944;21323;182;840
5;1;5;11;19139;9844;18458;17208;18344;143;652
5;1;5;12;20084;10393;19426;18115;19442;155;487
5;1;5;13;21940;11299;21219;19879;21281;181;478
5;1;5;14;23804;12640;23109;21577;23122;203;479
5;1;5;15;25274;13442;24471;22754;24513;202;559
5;1;5;16;28319;14778;27520;25466;27554;207;558
5;1;5;17;31201;16432;30324;28303;30393;240;568
5;1;5;18;28840;15057;27886;26227;28068;257;515
5;1;5;19;22212;10964;21442;20407;21766;175;271
5;1;5;20;13978;7384;13533;13059;13604;154;220
5;1;5;21;12954;6923;12660;12439;12636;144;174
5;1;5;22;8530;4539;8343;8445;8397;55;78
5;1;5;23;2758;1600;2702;2709;2719;18;21
5;2;6;0;998;506;993;942;990;5;3
5;2;6;1;639;324;636;606;632;1;6
5;2;6;2;245;152;243;245;241;1;3
5;2;6;3;222;114;222;222;220;0;2
5;2;6;4;7294;2153;7230;7151;7222;11;61
5;2;6;5;52339;18483;50373;48452;51714;213;412
5;2;6;6;101914;44264;95948;93836;99612;1278;1024
5;2;6;7;92710;44682;86682;84959;90011;1168;1531
5;2;6;8;61981;32383;58193;55521;59280;668;2033
5;2;6;9;53006;28904;50223;46659;50182;597;2227
5;2;6;10;51053;27737;48499;44741;47860;790;2403
5;2;6;11;55422;29030;52790;49189;51901;1494;2027
5;2;6;12;65328;33830;62458;58265;61586;1922;1820
5;2;6;13;63594;32888;60463;56812;60436;1507;1651
5;2;6;14;59357;29950;56243;52723;56531;1048;1778
5;2;6;15;60799;30536;57487;53928;57977;1128;1694
5;2;6;16;74935;35064;71102;67522;71860;1461;1614
5;2;6;17;93880;43545;89098;86055;90611;1888;1381
5;2;6;18;83019;39235;77971;75989;80591;1520;908
5;2;6;19;58115;26264;54059;52804;56337;1203;575
5;2;6;20;34008;15527;31756;30369;32640;1010;358
5;2;6;21;27093;12624;25755;24594;25734;1057;302
5;2;6;22;18169;7493;17382;17363;17595;443;131
5;2;6;23;3892;1778;3717;3870;3843;34;15
5;3;7;0;1266;706;1257;1193;1255;6;5
5;3;7;1;842;467;836;777;833;7;2
5;3;7;2;504;257;501;501;501;2;1
5;3;7;3;476;259;474;476;474;1;1
5;3;7;4;3694;1193;3672;3631;3653;10;31
5;3;7;5;25305;8595;24417;23180;24947;135;223
5;3;7;6;57676;23782;54477;52245;56524;606;546
5;3;7;7;67411;31424;63526;60559;65353;1167;891
5;3;7;8;51788;26507;49042;45841;49700;848;1240
5;3;7;9;46810;24231;44748;40755;44534;811;1465
5;3;7;10;46148;23634;44100;40597;43924;938;1286
5;3;7;11;48460;23687;46211;43039;45902;1411;1147
5;3;7;12;54326;25403;51974;48747;52044;1409;873
5;3;7;13;52180;24639;49616;46993;50265;1095;820
5;3;7;14;50575;24117;48171;45343;48852;908;815
5;3;7;15;49086;24275;46808;44222;47377;926;783
5;3;7;16;50685;24870;48671;45061;48852;983;850
5;3;7;17;52155;25644;49974;46745;50159;1116;880
5;3;7;18;45445;22783;43523;40633;43831;889;725
5;3;7;19;36220;17633;34673;32182;35081;690;449
5;3;7;20;25244;12680;24136;22673;24434;508;302
5;3;7;21;21802;11004;21078;20276;21150;422;230
5;3;7;22;17743;8386;17247;17116;17341;263;139
5;3;7;23;5859;3060;5711;5727;5758;64;37
5;4;1;0;1008;427;994;962;994;8;6
5;4;1;1;809;402;804;771;802;2;5
5;4;1;2;541;282;538;541;536;3;2
5;4;1;3;616;327;613;616;607;8;1
